"length","ticks","seconds"
431877,46798,0.046798
432378,48265,0.048265
432879,46939,0.046939
433380,47051,0.047051
433881,47067,0.047067
434382,47159,0.047159
434883,47124,0.047124
435384,47283,0.047283
435885,48992,0.048992
436386,48854,0.048854
436887,48354,0.048354
437388,47469,0.047469
437889,47467,0.047467
438390,47563,0.047563
438891,55607,0.055607
439392,56543,0.056543
439893,62404,0.062404
440394,50781,0.050781
440895,51080,0.05108
441396,49029,0.049029
441897,50396,0.050396
442398,49093,0.049093
442899,48622,0.048622
443400,49284,0.049284
443901,50084,0.050084
444402,48999,0.048999
444903,50300,0.0503
445404,50387,0.050387
445905,58065,0.058065
446406,51250,0.05125
446907,49728,0.049728
447408,49778,0.049778
447909,49456,0.049456
448410,49338,0.049338
448911,49726,0.049726
449412,49374,0.049374
449913,50843,0.050843
450414,52138,0.052138
450915,49612,0.049612
451416,50208,0.050208
451917,49741,0.049741
452418,50702,0.050702
452919,49683,0.049683
453420,50136,0.050136
453921,49940,0.04994
454422,50535,0.050535
454923,50251,0.050251
455424,51068,0.051068
455925,50887,0.050887
456426,50634,0.050634
456927,50982,0.050982
457428,50276,0.050276
457929,50513,0.050513
458430,55530,0.05553
458931,66678,0.066678
459432,52647,0.052647
459933,52792,0.052792
460434,53040,0.05304
460935,52558,0.052558
461436,52072,0.052072
461937,52823,0.052823
462438,51248,0.051248
462939,51255,0.051255
463440,51253,0.051253
463941,52377,0.052377
464442,51235,0.051235
464943,55873,0.055873
465444,64099,0.064099
465945,50700,0.0507
466446,50659,0.050659
466947,50779,0.050779
467448,50793,0.050793
467949,50881,0.050881
468450,50950,0.05095
468951,52666,0.052666
469452,51079,0.051079
469953,62367,0.062367
470454,68619,0.068619
470955,68428,0.068428
471456,64514,0.064514
471957,51344,0.051344
472458,59935,0.059935
472959,64681,0.064681
473460,52447,0.052447
473961,53334,0.053334
474462,63131,0.063131
474963,59218,0.059218
475464,63628,0.063628
475965,52804,0.052804
476466,52980,0.05298
476967,65635,0.065635
477468,68832,0.068832
477969,56013,0.056013
478470,53562,0.053562
478971,52905,0.052905
479472,53252,0.053252
479973,53706,0.053706
480474,53409,0.053409
480975,53525,0.053525
481476,53665,0.053665
481977,67984,0.067984
482478,69581,0.069581
482979,69588,0.069588
483480,61277,0.061277
483981,69673,0.069673
484482,65021,0.065021
484983,52883,0.052883
485484,59898,0.059898
485985,68268,0.068268
486486,56214,0.056214
486987,54844,0.054844
487488,54360,0.05436
487989,54131,0.054131
488490,55237,0.055237
488991,54595,0.054595
489492,54237,0.054237
489993,55401,0.055401
490494,54513,0.054513
490995,54380,0.05438
491496,61925,0.061925
491997,57528,0.057528
492498,53861,0.053861
492999,58717,0.058717
493500,65652,0.065652
494001,54507,0.054507
494502,55662,0.055662
495003,55118,0.055118
495504,54831,0.054831
496005,54723,0.054723
496506,54693,0.054693
497007,55056,0.055056
497508,56767,0.056767
498009,55597,0.055597
498510,54770,0.05477
499011,57794,0.057794
499512,72114,0.072114
500013,72380,0.07238
500514,72574,0.072574
501015,65067,0.065067
501516,56125,0.056125
502017,56611,0.056611
502518,55747,0.055747
503019,56372,0.056372
503520,57577,0.057577
504021,56536,0.056536
504522,59065,0.059065
505023,56793,0.056793
505524,57562,0.057562
506025,66944,0.066944
506526,74078,0.074078
507027,73252,0.073252
507528,61361,0.061361
508029,57532,0.057532
508530,62393,0.062393
509031,73657,0.073657
509532,71686,0.071686
510033,55863,0.055863
510534,55729,0.055729
511035,55915,0.055915
511536,57243,0.057243
512037,66687,0.066687
512538,73853,0.073853
513039,61003,0.061003
513540,56063,0.056063
514041,56125,0.056125
514542,60668,0.060668
515043,56208,0.056208
515544,56280,0.05628
516045,56265,0.056265
516546,56623,0.056623
517047,68158,0.068158
517548,65543,0.065543
518049,58367,0.058367
518550,56813,0.056813
519051,56622,0.056622
519552,56823,0.056823
520053,58759,0.058759
520554,58298,0.058298
521055,71412,0.071412
521556,75518,0.075518
522057,75544,0.075544
522558,58120,0.05812
523059,58455,0.058455
523560,58292,0.058292
524061,58311,0.058311
524562,58564,0.058564
525063,63200,0.0632
525564,63863,0.063863
526065,57621,0.057621
526566,57715,0.057715
527067,57702,0.057702
527568,57813,0.057813
528069,58879,0.058879
528570,60191,0.060191
529071,59867,0.059867
529572,58730,0.05873
530073,58110,0.05811
530574,58520,0.05852
531075,61489,0.061489
531576,67618,0.067618
532077,64114,0.064114
532578,58633,0.058633
533079,58557,0.058557
533580,58758,0.058758
534081,59950,0.05995
534582,63830,0.06383
535083,75478,0.075478
535584,59061,0.059061
536085,58992,0.058992
536586,61475,0.061475
537087,59768,0.059768
537588,59227,0.059227
538089,59283,0.059283
538590,59289,0.059289
539091,60135,0.060135
539592,68137,0.068137
540093,59628,0.059628
540594,59440,0.05944
541095,59542,0.059542
541596,59688,0.059688
542097,61300,0.0613
542598,60951,0.060951
543099,59811,0.059811
543600,59901,0.059901
544101,60054,0.060054
544602,60137,0.060137
545103,62214,0.062214
545604,60060,0.06006
546105,60224,0.060224
546606,60319,0.060319
547107,60487,0.060487
547608,62211,0.062211
548109,65413,0.065413
548610,61098,0.061098
549111,60602,0.060602
549612,60706,0.060706
550113,60835,0.060835
550614,64506,0.064506
551115,75848,0.075848
551616,79877,0.079877
552117,61017,0.061017
552618,61245,0.061245
553119,62825,0.062825
553620,61036,0.061036
554121,61158,0.061158
554622,62608,0.062608
555123,61406,0.061406
555624,62686,0.062686
556125,63140,0.06314
556626,61429,0.061429
557127,61460,0.06146
557628,61571,0.061571
558129,61648,0.061648
558630,65719,0.065719
559131,63326,0.063326
559632,61895,0.061895
560133,62031,0.062031
560634,61988,0.061988
561135,75925,0.075925
561636,82070,0.08207
562137,78754,0.078754
562638,62372,0.062372
563139,62337,0.062337
563640,64787,0.064787
564141,63111,0.063111
564642,62657,0.062657
565143,62509,0.062509
565644,62749,0.062749
566145,64470,0.06447
566646,64743,0.064743
567147,63115,0.063115
567648,63007,0.063007
568149,62882,0.062882
568650,63137,0.063137
569151,83695,0.083695
569652,84197,0.084197
570153,66799,0.066799
570654,79537,0.079537
571155,70895,0.070895
571656,77803,0.077803
572157,82239,0.082239
572658,64291,0.064291
573159,65082,0.065082
573660,65978,0.065978
574161,65234,0.065234
574662,64394,0.064394
575163,64788,0.064788
575664,66013,0.066013
576165,64705,0.064705
576666,64977,0.064977
577167,64768,0.064768
577668,64710,0.06471
578169,65722,0.065722
578670,64907,0.064907
579171,65181,0.065181
579672,71731,0.071731
580173,84983,0.084983
580674,70388,0.070388
581175,65591,0.065591
581676,66037,0.066037
582177,66821,0.066821
582678,66179,0.066179
583179,75719,0.075719
583680,71701,0.071701
584181,80946,0.080946
584682,85625,0.085625
585183,79404,0.079404
585684,69223,0.069223
586185,67610,0.06761
586686,68261,0.068261
587187,66887,0.066887
587688,67008,0.067008
588189,78001,0.078001
588690,65802,0.065802
589191,65379,0.065379
589692,65411,0.065411
590193,65547,0.065547
590694,68483,0.068483
591195,68084,0.068084
591696,65690,0.06569
592197,77632,0.077632
592698,71821,0.071821
593199,75304,0.075304
593700,66024,0.066024
594201,66132,0.066132
594702,66161,0.066161
595203,66286,0.066286
595704,69649,0.069649
596205,78152,0.078152
596706,80649,0.080649
597207,66592,0.066592
597708,66589,0.066589
598209,81572,0.081572
598710,88033,0.088033
599211,76507,0.076507
599712,69418,0.069418
600213,67773,0.067773
600714,67882,0.067882
601215,69378,0.069378
601716,69248,0.069248
602217,69500,0.0695
602718,67995,0.067995
603219,69408,0.069408
603720,69178,0.069178
604221,87152,0.087152
604722,80491,0.080491
605223,72496,0.072496
605724,86095,0.086095
606225,70164,0.070164
606726,67702,0.067702
607227,73164,0.073164
607728,69684,0.069684
608229,67915,0.067915
608730,68194,0.068194
609231,68117,0.068117
609732,71711,0.071711
610233,81314,0.081314
610734,80664,0.080664
611235,68345,0.068345
611736,70196,0.070196
612237,87128,0.087128
612738,76040,0.07604
613239,78586,0.078586
613740,76742,0.076742
614241,78028,0.078028
614742,81710,0.08171
615243,69692,0.069692
615744,70863,0.070863
616245,70662,0.070662
616746,70284,0.070284
617247,84633,0.084633
617748,91226,0.091226
618249,81731,0.081731
618750,71632,0.071632
619251,69713,0.069713
619752,69377,0.069377
620253,69920,0.06992
620754,72093,0.072093
621255,85751,0.085751
621756,72157,0.072157
622257,69519,0.069519
622758,69646,0.069646
623259,74262,0.074262
623760,91725,0.091725
624261,81955,0.081955
624762,69949,0.069949
625263,73161,0.073161
625764,80064,0.080064
626265,85642,0.085642
626766,93057,0.093057
627267,83176,0.083176
627768,71087,0.071087
628269,71478,0.071478
628770,71922,0.071922
629271,72425,0.072425
629772,71943,0.071943
630273,73797,0.073797
630774,71898,0.071898
631275,72947,0.072947
631776,82552,0.082552
632277,73170,0.07317
632778,71900,0.0719
633279,71070,0.07107
633780,71027,0.071027
634281,74098,0.074098
634782,71881,0.071881
635283,71291,0.071291
