"length","ticks","seconds"
913928,134936,0.134936
914929,135245,0.135245
915930,142441,0.142441
916931,139066,0.139066
917932,139437,0.139437
918933,139688,0.139688
919934,135715,0.135715
920935,136453,0.136453
921936,139635,0.139635
922937,137381,0.137381
923938,173369,0.173369
924939,149079,0.149079
925940,136525,0.136525
926941,137224,0.137224
927942,147780,0.14778
928943,172297,0.172297
929944,139001,0.139001
930945,138694,0.138694
931946,141647,0.141647
932947,142279,0.142279
933948,140358,0.140358
934949,139421,0.139421
935950,140417,0.140417
936951,141502,0.141502
937952,141168,0.141168
938953,141702,0.141702
939954,139881,0.139881
940955,140420,0.14042
941956,160698,0.160698
942957,179882,0.179882
943958,161228,0.161228
944959,152673,0.152673
945960,158777,0.158777
946961,176609,0.176609
947962,139982,0.139982
948963,141218,0.141218
949964,145773,0.145773
950965,146798,0.146798
951966,144992,0.144992
952967,145070,0.14507
953968,141902,0.141902
954969,141003,0.141003
955970,146772,0.146772
956971,146328,0.146328
957972,145364,0.145364
958973,141973,0.141973
959974,141678,0.141678
960975,153018,0.153018
961976,169434,0.169434
962977,147275,0.147275
963978,146680,0.14668
964979,144599,0.144599
965980,142967,0.142967
966981,163569,0.163569
967982,177385,0.177385
968983,189192,0.189192
969984,158493,0.158493
970985,144388,0.144388
971986,175156,0.175156
972987,189879,0.189879
973988,151152,0.151152
974989,144506,0.144506
975990,144352,0.144352
976991,166448,0.166448
977992,169711,0.169711
978993,150084,0.150084
979994,144920,0.14492
980995,145621,0.145621
981996,144851,0.144851
982997,164594,0.164594
983998,197800,0.1978
984999,177367,0.177367
986000,150911,0.150911
987001,164695,0.164695
988002,163747,0.163747
989003,150717,0.150717
990004,148592,0.148592
991005,147035,0.147035
992006,147311,0.147311
993007,177488,0.177488
994008,154879,0.154879
995009,147824,0.147824
996010,147466,0.147466
997011,148666,0.148666
998012,150256,0.150256
999013,151251,0.151251
1000014,192834,0.192834
1001015,148308,0.148308
1002016,148650,0.14865
1003017,149039,0.149039
1004018,156411,0.156411
1005019,155289,0.155289
1006020,150698,0.150698
1007021,149470,0.14947
1008022,149766,0.149766
1009023,155025,0.155025
