"length","ticks","seconds"
743758,168888,0.168888
744759,203096,0.203096
745760,164364,0.164364
746761,154254,0.154254
747762,160625,0.160625
748763,167869,0.167869
749764,159724,0.159724
750765,159372,0.159372
751766,159351,0.159351
752767,158573,0.158573
753768,172787,0.172787
754769,205407,0.205407
755770,204938,0.204938
756771,158559,0.158559
757772,157007,0.157007
758773,170141,0.170141
759774,162835,0.162835
760775,161609,0.161609
761776,161663,0.161663
762777,162089,0.162089
763778,168692,0.168692
764779,181952,0.181952
765780,160747,0.160747
766781,157868,0.157868
767782,157983,0.157983
768783,159297,0.159297
769784,169431,0.169431
770785,164347,0.164347
771786,160043,0.160043
772787,159278,0.159278
773788,159822,0.159822
774789,163919,0.163919
775790,160135,0.160135
776791,194361,0.194361
777792,181149,0.181149
778793,180233,0.180233
779794,212743,0.212743
780795,163523,0.163523
781796,161883,0.161883
782797,161340,0.16134
783798,161916,0.161916
784799,163514,0.163514
785800,213485,0.213485
786801,213672,0.213672
787802,178082,0.178082
788803,162668,0.162668
789804,167770,0.16777
790805,164566,0.164566
791806,163982,0.163982
792807,163642,0.163642
793808,163690,0.16369
794809,182561,0.182561
795810,195913,0.195913
796811,169971,0.169971
797812,165921,0.165921
798813,209086,0.209086
799814,221111,0.221111
800815,199466,0.199466
801816,190538,0.190538
802817,169641,0.169641
803818,170249,0.170249
804819,204292,0.204292
805820,201189,0.201189
806821,214162,0.214162
807822,187779,0.187779
808823,202203,0.202203
809824,176373,0.176373
810825,178768,0.178768
811826,173980,0.17398
812827,191074,0.191074
813828,233410,0.23341
814829,222460,0.22246
815830,206097,0.206097
816831,168922,0.168922
817832,169414,0.169414
818833,176310,0.17631
819834,169789,0.169789
820835,170086,0.170086
821836,170150,0.17015
822837,170511,0.170511
823838,207738,0.207738
824839,226032,0.226032
825840,181375,0.181375
826841,177035,0.177035
827842,200428,0.200428
828843,181251,0.181251
829844,172690,0.17269
830845,172351,0.172351
831846,207480,0.20748
832847,195626,0.195626
833848,177438,0.177438
834849,177289,0.177289
835850,177564,0.177564
836851,178125,0.178125
837852,178273,0.178273
838853,176254,0.176254
839854,183504,0.183504
840855,182150,0.18215
841856,178836,0.178836
842857,218690,0.21869
843858,236105,0.236105
844859,227244,0.227244
845860,190308,0.190308
846861,207246,0.207246
847862,178634,0.178634
848863,180137,0.180137
849864,180296,0.180296
850865,178995,0.178995
851866,220056,0.220056
852867,192023,0.192023
853868,177497,0.177497
854869,177765,0.177765
855870,178706,0.178706
856871,185017,0.185017
857872,185438,0.185438
858873,184059,0.184059
859874,178609,0.178609
860875,180688,0.180688
861876,236668,0.236668
862877,225718,0.225718
863878,184366,0.184366
864879,183489,0.183489
865880,213730,0.21373
866881,191482,0.191482
867882,186345,0.186345
868883,184594,0.184594
869884,180892,0.180892
870885,212133,0.212133
871886,218335,0.218335
872887,219128,0.219128
873888,181461,0.181461
874889,221452,0.221452
875890,186829,0.186829
876891,187162,0.187162
877892,212991,0.212991
878893,197835,0.197835
879894,207437,0.207437
880895,191122,0.191122
881896,188677,0.188677
882897,188987,0.188987
883898,218896,0.218896
884899,210497,0.210497
885900,187671,0.187671
886901,187390,0.18739
887902,190099,0.190099
888903,187362,0.187362
889904,187775,0.187775
890905,189916,0.189916
891906,188741,0.188741
892907,210490,0.21049
893908,206428,0.206428
894909,194128,0.194128
895910,191237,0.191237
896911,186321,0.186321
897912,192910,0.19291
898913,223644,0.223644
899914,245178,0.245178
900915,187445,0.187445
901916,189378,0.189378
902917,209506,0.209506
903918,199845,0.199845
904919,196686,0.196686
905920,187751,0.187751
906921,220447,0.220447
907922,199455,0.199455
908923,189071,0.189071
909924,188698,0.188698
910925,189206,0.189206
911926,197972,0.197972
912927,193792,0.193792
913928,189424,0.189424
914929,239215,0.239215
915930,222598,0.222598
916931,230547,0.230547
917932,195060,0.19506
918933,196316,0.196316
919934,198360,0.19836
920935,194923,0.194923
921936,195707,0.195707
922937,198240,0.19824
923938,210510,0.21051
924939,223562,0.223562
925940,254008,0.254008
926941,207700,0.2077
927942,205309,0.205309
928943,195577,0.195577
929944,195400,0.1954
930945,197312,0.197312
931946,196613,0.196613
932947,199054,0.199054
933948,196651,0.196651
934949,202097,0.202097
935950,201322,0.201322
936951,204816,0.204816
937952,197890,0.19789
938953,199454,0.199454
939954,199855,0.199855
940955,206264,0.206264
941956,227536,0.227536
942957,211376,0.211376
943958,199163,0.199163
944959,196754,0.196754
945960,233792,0.233792
946961,260589,0.260589
947962,260863,0.260863
948963,260802,0.260802
949964,229322,0.229322
950965,250333,0.250333
951966,222627,0.222627
952967,202866,0.202866
953968,230217,0.230217
954969,205098,0.205098
955970,207227,0.207227
956971,204616,0.204616
957972,205609,0.205609
958973,207209,0.207209
959974,204007,0.204007
960975,214397,0.214397
961976,218957,0.218957
962977,239652,0.239652
963978,266983,0.266983
964979,266728,0.266728
965980,268349,0.268349
966981,207894,0.207894
967982,212555,0.212555
968983,235008,0.235008
969984,244385,0.244385
970985,214365,0.214365
971986,223787,0.223787
972987,221827,0.221827
973988,208218,0.208218
974989,209888,0.209888
975990,209576,0.209576
976991,227858,0.227858
977992,227317,0.227317
978993,250068,0.250068
979994,210391,0.210391
980995,252016,0.252016
981996,295152,0.295152
982997,215559,0.215559
983998,207532,0.207532
984999,212999,0.212999
986000,207240,0.20724
987001,209268,0.209268
988002,236781,0.236781
989003,269441,0.269441
990004,212775,0.212775
991005,207845,0.207845
992006,207440,0.20744
993007,207798,0.207798
994008,223188,0.223188
995009,211425,0.211425
996010,208273,0.208273
997011,209976,0.209976
998012,268812,0.268812
999013,275697,0.275697
1000014,223322,0.223322
1001015,258528,0.258528
1002016,211242,0.211242
1003017,211970,0.21197
1004018,214161,0.214161
1005019,242154,0.242154
1006020,220536,0.220536
1007021,276041,0.276041
1008022,211016,0.211016
1009023,216160,0.21616
1010024,213895,0.213895
1011025,275552,0.275552
1012026,280183,0.280183
1013027,222250,0.22225
1014028,214685,0.214685
1015029,217290,0.21729
1016030,216920,0.21692
1017031,248170,0.24817
1018032,252417,0.252417
1019033,254085,0.254085
1020034,260542,0.260542
1021035,250306,0.250306
1022036,214686,0.214686
1023037,213405,0.213405
1024038,213731,0.213731
1025039,257740,0.25774
1026040,232570,0.23257
1027041,214352,0.214352
1028042,214896,0.214896
1029043,225989,0.225989
1030044,217765,0.217765
1031045,215133,0.215133
1032046,216138,0.216138
1033047,258758,0.258758
1034048,281459,0.281459
1035049,285922,0.285922
1036050,224164,0.224164
1037051,220173,0.220173
1038052,222270,0.22227
1039053,220527,0.220527
1040054,252783,0.252783
1041055,217701,0.217701
1042056,217509,0.217509
1043057,217599,0.217599
1044058,225156,0.225156
1045059,219501,0.219501
1046060,219696,0.219696
1047061,266934,0.266934
1048062,260268,0.260268
1049063,251543,0.251543
1050064,219218,0.219218
1051065,219675,0.219675
1052066,227873,0.227873
1053067,289586,0.289586
1054068,228362,0.228362
1055069,226014,0.226014
1056070,228471,0.228471
1057071,225864,0.225864
1058072,221471,0.221471
1059073,252477,0.252477
1060074,240565,0.240565
1061075,226220,0.22622
1062076,276809,0.276809
1063077,241545,0.241545
1064078,223234,0.223234
1065079,223268,0.223268
1066080,223633,0.223633
1067081,228260,0.22826
1068082,277270,0.27727
1069083,229754,0.229754
1070084,261087,0.261087
1071085,229690,0.22969
1072086,224845,0.224845
1073087,224910,0.22491
1074088,229156,0.229156
1075089,272466,0.272466
1076090,276943,0.276943
1077091,226059,0.226059
1078092,237785,0.237785
1079093,227125,0.227125
1080094,226812,0.226812
1081095,227117,0.227117
1082096,260187,0.260187
1083097,227337,0.227337
1084098,227514,0.227514
1085099,231103,0.231103
1086100,276757,0.276757
1087101,306021,0.306021
1088102,255729,0.255729
1089103,233248,0.233248
1090104,233154,0.233154
1091105,232980,0.23298
1092106,253280,0.25328
1093107,275595,0.275595
1094108,249987,0.249987
1095109,230335,0.230335
1096110,266128,0.266128
1097111,283314,0.283314
1098112,266803,0.266803
1099113,284483,0.284483
1100114,233880,0.23388
1101115,296293,0.296293
1102116,264093,0.264093
1103117,239014,0.239014
1104118,236913,0.236913
1105119,236252,0.236252
1106120,267834,0.267834
1107121,248481,0.248481
1108122,241464,0.241464
1109123,235548,0.235548
1110124,240746,0.240746
1111125,241398,0.241398
1112126,236079,0.236079
1113127,234333,0.234333
1114128,253068,0.253068
1115129,279169,0.279169
1116130,248210,0.24821
1117131,275886,0.275886
1118132,255013,0.255013
1119133,235901,0.235901
1120134,236532,0.236532
1121135,251694,0.251694
1122136,246727,0.246727
1123137,243011,0.243011
1124138,237472,0.237472
1125139,242544,0.242544
1126140,238139,0.238139
1127141,238171,0.238171
1128142,240931,0.240931
1129143,257637,0.257637
1130144,239840,0.23984
1131145,240112,0.240112
1132146,247198,0.247198
1133147,243100,0.2431
1134148,241117,0.241117
1135149,240114,0.240114
1136150,254746,0.254746
1137151,248390,0.24839
1138152,243161,0.243161
1139153,243461,0.243461
1140154,244339,0.244339
1141155,241353,0.241353
1142156,244279,0.244279
1143157,249553,0.249553
1144158,243326,0.243326
1145159,241913,0.241913
1146160,247247,0.247247
1147161,301873,0.301873
1148162,242552,0.242552
1149163,242665,0.242665
1150164,253125,0.253125
1151165,244877,0.244877
1152166,246916,0.246916
1153167,245164,0.245164
1154168,249673,0.249673
1155169,244835,0.244835
1156170,245124,0.245124
1157171,244367,0.244367
1158172,252374,0.252374
1159173,245465,0.245465
1160174,245040,0.24504
1161175,252904,0.252904
1162176,312259,0.312259
1163177,280876,0.280876
1164178,249649,0.249649
1165179,252417,0.252417
1166180,246460,0.24646
1167181,252965,0.252965
1168182,307238,0.307238
1169183,249175,0.249175
1170184,247347,0.247347
1171185,258756,0.258756
1172186,268637,0.268637
1173187,248376,0.248376
1174188,248277,0.248277
1175189,253878,0.253878
1176190,248963,0.248963
1177191,248754,0.248754
1178192,254247,0.254247
1179193,260418,0.260418
1180194,312513,0.312513
1181195,333745,0.333745
1182196,301309,0.301309
1183197,255845,0.255845
1184198,260147,0.260147
1185199,254344,0.254344
1186200,255964,0.255964
1187201,256016,0.256016
1188202,307458,0.307458
1189203,263081,0.263081
1190204,254764,0.254764
1191205,259203,0.259203
1192206,255500,0.2555
1193207,272345,0.272345
1194208,276747,0.276747
1195209,263744,0.263744
1196210,256637,0.256637
1197211,255939,0.255939
1198212,277555,0.277555
1199213,255867,0.255867
1200214,255852,0.255852
1201215,294155,0.294155
1202216,298462,0.298462
1203217,255277,0.255277
